NIT,"DV
SEDE",ORGANIZACIÓN,GRUPO POBLACIONAL,RED TERRITORIAL,LOCALIDAD,BARRIO,DIRECCIÓN,CONTACTO,TELÉFONOS DE CONTACTO,CORREO,DIA DE PEDIDO,FRECUENCIA,SEMANA
860515777,,FUNDACIÓN HOGAR SAN MAURICIO,INTERNADO,SAN PEDRO,SUBA,SAN JOSÉ DE BAVARIA,CARRERA 80 No. 172 A - 90,LUIS RAMIRO URREGO RODRÍGUEZ,"3103223494 (SI NO SE LOGRA CONTACTO, LLAMAR POR WHATSAPP) - 6709850 - 6715622",hogar@sanmauricio.org,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
900410337,,FUNDACION SUAP,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,SANTA FÉ,EL ROCÍO,TRANSVERSAL 9 BIS ESTE No. 1 C - 54,SANDRA MARCELA FERRUNCHO OSPINA,3138289884,fundacionsuap@gmail.com,LUNES,SEMANAL,SEMANAL
830032967,,PARROQUIA EL PADRE NUESTRO,BUEN SAMARITANO,ENGATIVÁ,ENGATIVÁ,MARANDÚ,CARRERA 112 A No. 65 - 19,"PADRE JAIRO GERMÁN PIRACOCA PIRACOCA
PEDIDOS: ROCÍO RODRÍGUEZ","PEDIDOS: 3009084815, SI NO CONTESTAN INSISTIR, SI NO LLAMAR AL PADRE AL 3142400459 O AL DESPACHO AL 3134589545",parroquiaelpadrenuestroengativ@gmail.com,JUEVES,SEMANAL,SEMANAL
901233134,,FUNDACION HUELLITAS EN EL ALMA,"1. TEJIENDO COMUNIDAD
2. TERAPÉUTICO POR DISCAPACIDAD",FONTIBÓN,KENNEDY,ESTADOS UNIDOS,CARRERA 79 D No. 41 F - 74 SUR,LUZ SARA GALVIS SANTANA,3232914701,fundacionhuellitasenelalma@gmail.com,VIERNES,MENSUAL,3 SEMANA
901653380,,FUNDACIÓN ARCOS DORADOS,COMEDOR AMIGO,SAN PABLO,RAFAEL URIBE URIBE,BOCHICA SUR,CARRERA 5 B No. 48 L SUR - 20,JIPSSON ESMITH ÁVILA DAZA,3192972076,"fundacionarcosdorados@gmail.com, info@fundacionarcosdorados.com",VIERNES,SEMANAL,SEMANAL
901284051,,FUNDACIÓN UNGIDOS - CSA,JARDÍN INFANTIL,SOACHA,BOSA,VILLA SONIA II,DIAGONAL 56 B SUR No. 85 A - 16,RIGY JAHMITT MURCIA TAMAYO,3152242634 - 3508392022,fundacionungidoscsa@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA
830027825,,PARROQUIA SAN SIMÓN STOCK,TEJIENDO COMUNIDAD,SOACHA,BOSA,VILLA DEL RÍO,CARRERA 57 B No. 69 - 12 SUR,PADRE NUMITOR MILLER BUENO MORIANO - PAOLA YELA,3208115116 - 3186418601,pqssimonstock@diocesisdesoacha.org,JUEVES,MENSUAL,2 SEMANA
901080239,,FUNDACION CREANDO SUEÑOS COLOMBIA,COMEDOR AMIGO,SOACHA,SOACHA,LOS OLIVOS I SECTOR,CALLE 43 D No. 22 A - 96,LAURA JOHANA CAICEDO BRIÑEZ,3024239353 - 3134328004,fcsc.colombia@gmail.com,LUNES,SEMANAL,SEMANAL
901588413,,FUNDACIÓN CENTRO DE REHABILITACIÓN SAN AGUSTÍN,"1. TERAPÉUTICO POR ADICCIÓN
2. INTERNADO",FONTIBÓN,FONTIBÓN,MODELIA,CALLE 25 D No. 81 A - 66,YULIETH MARÍN GÓMEZ - JOHN RODRÍGUEZ,3003909734 - 4657224,yulieth.maringo@hotmail.com,LUNES,SEMANAL,SEMANAL
832003356,,PARROQUIA NUESTRA SEÑORA DE LA SALUD,TEJIENDO COMUNIDAD,ZIPAQUIRÁ,CHOCONTA,CENTRO,CRA 4 NO. 5 -72 CENTRO ADMINISTRATIVA / CRA 5 NO. 4 - 01 - 06 CENTRO,#N/A,3102152690/,pchoconta@diocesisdezipaquira.org,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
900316207,,"ASOCIACION AMOR Y ESPERANZA HOGARES SUSTITUTOS AMOR Y ESPERANZA H.S""",INTERNADO,ENGATIVÁ,ENGATIVÁ,SANTA CECILIA,CARRERA 77 C # 52 A # 16,MARIA LIBERTAD ROMERO. ANA ELVIRA AROCA BUITRAGO,3005037797/3208559534,anita.aroca@gmail.com,VIERNES,MENSUAL,2 SEMANA
901252121,,ASOCIACIÓN INTEGRAL DE RECICLADORES ECOLÓGICOS - ESP,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,TIBABUYES UNIVERSAL,CALLE 137 A No. 129 - 62,CLARA REDY RAMÍREZ,3222739103,aireurbanoesp@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA
830143765,,PARROQUIA NUESTRA SEÑORA DE LOS ÁNGELES,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,CHAPINERO,PORCIÚNCULA,CARRERA 11 No. 72 - 82,PADRE MARIO WILSON RAMOS NOVOA,3176384509,iglesiaporciuncula@ggmail.com,VIERNES,MENSUAL,4 SEMANA
800080296,,ASOCIACION DE PADRES USUARIOS DE HOGARES DE BIENESTAR MIS PRIMEROS AMIGOS,JARDIN INFANTIL,ENGATIVÁ,ENGATIVÁ,CIUDADELA COLSUBSIDIO,"CARRERA 95 F No. 86 A - 28, INTERIOR 105 (SEDE OPERATIVA Y ÚNICO PUNTO DE ENVÍO)",JENNY EDITH HUERTAS AGUIRRE,3103442741,"misprimeros@hotmail.com, asociacionmisprimerosamigos@gmail.com",VIERNES,MENSUAL,1 SEMANA
860020658,-1,CONGREGACION DE HERMANAS DE LA CARIDAD DE SANTA ANA - CASA DE ESPIRITUALIDAD SAN JOSÉ SEDE NORTE,BUEN SAMARITANO,ENGATIVÁ,SUBA,CASA BLANCA,CARRERA 84 No. 152 - 50,HERMAN MARLEN ROCIO RIAÑO,Hermana Marlen Rocío Riaño - 3138167132 - 6817467,hnasdelacaridaddesantaana@gmail.com,VIERNES,MENSUAL,2 SEMANA
830075192,,SANTUARIO EL SEÑOR DE LOS MILAGROS,ADULTO MAYOR,ENGATIVÁ,ENGATIVÁ,BOCHICA,CALLE 81 # 95D-15,PADRE LUIS EDUARDO,4355429/3164736117,DESPATUARIO@SANTUARIOELSENORDELOSMILAGROS.COM.CO,VIERNES,MENSUAL,4 SEMANA
860023398,,PARROQUIA NUESTRA SEÑORA DE LAS NIEVES,BUEN SAMARITANO,INMACULADA CONCEPCIÓN,SANTA FÉ,LAS NIEVES,CALLE 20 No. 6 - 10,PADRE LUIS ALFONSO CIRO MONTOYA,3112763984,plasnieves@arquibogota.org.co,VIERNES,MENSUAL,4 SEMANA
830128181,,FUNDACION BUENA SEMILLA,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,Egipto,#N/A,Calle 10 No. 4A-22 este,ELÍAS MENDOZA,3164449191,fundacionbuenasemilla@gmail.com,VIERNES,MENSUAL,1 SEMANA
860007390,-3,DENOMINACIÓN MISIÓN PANAMERICANA DE COLOMBIA - IGLESIA CRISTIANA FE Y ESPERANZA,TEJIENDO COMUNIDAD,SOACHA,SOACHA,LA AZUCENA,CALLE 25 No. 7 - 81,JOSÉ FERNANDO RIVERA,3138467647,talero24@gmail.com,MIÉRCOLES,MENSUAL,2 SEMANA
860007390,-4,DENOMINACIÓN MISIÓN PANAMERICANA DE COLOMBIA - IGLESIA CRISTIANA CENTRO DE FE Y ESPERANZA SHALOM,TEJIENDO COMUNIDAD,SOACHA,SOACHA,DORADA,CARRERA 3 C No. 15 - 91,CIRO MORA MARQUEZ - OMIDA MOSQUERA VARGAS,3204669472,ciromora2012@hotmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
901598526,,IGLESIA EL REINO DE DIOS Y SU JUSTICIA FORMANDO REYES Y SACERDOTES PARA CRISTO,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,CARVAJAL,CARRERA 69 C No. 24 - 76 SUR,"CIELO ANDREA RAMOS BÁEZ, DENIS ELVIRA SÁENZ",3142131235 - 3133319748,ministradelreino@gmail.com,VIERNES,QUINCENAL,1 Y 3 SEMANA
860403918,,PARROQUIA SANTA MAGDALENA SOFIA BARAT,TEJIENDO COMUNIDAD,ESPÍRITU SANTO,TUNJUELITO,NUEVO MUZU,CARRERA 61 B No. 52 - 76 SUR,PADRE ALEXANDER HERRERA GÓMEZ,3168266796,,MIÉRCOLES,MENSUAL,4 SEMANA
900069817,,CORPORACIÓN COMEDOR COMUNITARIO LAS COLINAS,"1. ADULTO MAYOR
2. COMEDOR AMIGO",SAN PABLO,RAFAEL URIBE URIBE,LAS COLINAS,DIAGONAL 32 B SUR No. 15 C - 13,LEOPOLDINA MENDOZA TORRES,3184658894,leomen1007@hotmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
901736908,,FUNDACIÓN ARANDUS,ADULTO MAYOR,CRISTO SACERDOTE,BARRIOS UNIDOS,J.J. VARGAS,CRA. 66 NO. 67 D - 38,EDER ANTONIO SALAS ARGEL,3125490357,fundacioncanitasdoradas@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
901662730,,GRANITOS DE AMOR PMLP,COMEDOR ESCOLAR,CRISTO SACERDOTE,LA CALERA,LA CALERA,CARRERA 5 No. 2 - 55,LUZ HELENA PÁEZ ORTIZ,3222000387,granitosdeamor1@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
901525606,,FUNDACIÓN AYUDANDO A EMPRENDER,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,CASTILLA,"CARRERA 80 No. 8 A - 18 (PUNTO DE ENVÍO - ADMINISTRATIVA)
CALLE 38 C SUR No. 100 A - 15 (OPERATIVA - PATIO BONITO)",NELDA XIMENA RAMOS,2484825 - 3214845988,ayudandoaemprendersas@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
900760529,,FUNDACIÓN MISIONEROS MADRE TERESA DE CALCUTA CON SIGLA FUMITECA,INSTITUCIÓN EDUCATIVA,SOACHA,SOACHA,LOS CEREZOS (CORREGIMIENTO 1 DE SOACHA),"LOTE 5 , MANZANA M, VEREDA PANAMÁ",ALEXANDER BUITRAGO VALENCIA,3197794794,fundacionmadreteresa2012@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
900760529,,FUNDACIÓN MISIONEROS MADRE TERESA DE CALCUTA CON SIGLA FUMITECA,INSTITUCIÓN EDUCATIVA,SOACHA,SOACHA,SAN MARCOS,CALLE 11 No. 1 A - 05,ALEXANDER BUITRAGO VALENCIA,3197794794,fundacionmadreteresa2012@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
900706064,,FUNDACIÓN ANGELITOS DE AMOR ONL,"1. COMEDOR ESCOLAR
2. TEJIENDO COMUNIDAD",SOACHA,SOACHA,CIUDADELA SUCRE 2° SECTOR (COMUNA 4),CARRERA 43 B ESTE No. 39 - 57 A,JENNIFER ROCÍO VARGAS,3182513585,angelitos.de.amor.onl@gmail.com,VIERNES,QUINCENAL,1 Y 3 SEMANA
830130702,-1,ASOCIACIÓN PRIVADA DE FIELES HERALDOS DEL EVANGELIO - CASA SAN PABLO APÓSTOL,"1. COMEDOR AMIGO
2. INTERNADO",SAN PEDRO,SUBA,SAN JOSÉ DE BAVARIA,"CARRERA 67 No. 180 - 75 (PUNTO DE ENVÍO 1)
CARRERA 67 No. 173 A - 25 (PUNTO DE ENVÍO 2)",HERMANO NICOLÁS BELTRÁN,3204902697,nicolasf.beltran@gmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
830130702,-2,ASOCIACIÓN PRIVADA DE FIELES HERALDOS DEL EVANGELIO - CASA SANCTUS,"1. COMEDOR AMIGO
2. INTERNADO",SAN PEDRO,SUBA,SAN JOSÉ DE BAVARIA,CALLE 181 No. 76 - 30,HERMANA DANIELA CARVAJAL,3118120830 - 3132443921,,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
800044423,,PARROQUIA SAN MARTÍN DE PORRES,BUEN SAMARITANO,CRISTO SACERDOTE,BARRIOS UNIDOS,BENJAMÍN HERRERA,CALLE 63 A No. 28 A - 15,PADRE EDWAR BONILLA ARANGO,7036876 - 3103442545,psanmartindeporres@arquibogota.org.co,VIERNES,MENSUAL,4 SEMANA
800137771,,PARROQUIA SAN CARLOS BORROMEO,BUEN SAMARITANO,ENGATIVÁ,ENGATIVÁ,VILLA LUZ,CARRERA 77 C No. 57 - 30,PADRE CESAR AUGUSTO GALVIS HERNÁNDEZ,3017881271,psancarlosborromeo.dengativa@gmail.com,MIÉRCOLES,MENSUAL,1 SEMANA
900196560,2,FUNDACIÓN PAÍS ESPERANZA - BOSA SAN PEDRO,COMEDOR AMIGO,SOACHA,BOSA,SAN PEDRO,CARRERA 82 H No. 73 F - 89 SUR,JOSÉ LUIS CHAMORRO LÓPEZ,3172154451,paisesperanza2007@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
901268104,,FUNDACION SOCIAL COMUNIDAD TERAPEUTICA INTEGRAL,TERAPÉUTICO POR ADICCIÓN,ENGATIVÁ,ENGATIVÁ,BONANZA,DG 79 B# 71B - 56,ELKIN ROMAN VERA RODRIGUEZ,320 304 5336 - 223 7753,,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
900273909,,FUNDACION FABRICANDO SUEÑOS,ADULTO MAYOR,INMACULADA CONCEPCIÓN,SANTA FÉ,LA ALAMEDA,"CARRERA 12 No. 20 - 77 (ADMINISTRATIVA)
CALLE 22 No. 0 - 10 (OPERATIVA)",JAIME ENRIQUE GIL,3176398370,funfasu@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
890506147,,IGLESIA MINISTERIO LA GRAN COMISION DE COLOMBIA,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,PROVIVIENDA OCCIDENTAL,CARRERA 89 C No. 38 D - 10 SUR,ESPERANZA QUEVEDO - JEIMY MARTINEZ,301 585 9986 - 4546979 - 3184171510,lagrancomisiondecolombia@yahoo.es,MIÉRCOLES,MENSUAL,1 SEMANA
901009643,,FUNDACIÓN PARA LOS ADULTOS MAYORES EL ALBA,ADULTO MAYOR,ZIPAQUIRÁ,CAJICÁ,CENTRO,CARRERA 6 No. 4 -30,MARÍA EUGENIA MARTÍNEZ ORDÓÑEZ,3112182409,,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
901578925,,IGLESIA CRISTIANA EN SUS CAMINOS,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,VILLA GLADYS,CALLE 64 A No. 111 B - 04,LORENA ESPERANZA LEÓN LEMUS,3118353300 - 3153707226,iglesiacristianaensuscaminos@gmail.com,MIÉRCOLES,MENSUAL,4 SEMANA
832003348,,PARROQUIA SAN BARTOLOME,TEJIENDO COMUNIDAD,ZIPAQUIRÁ,GACHANCIPÁ - CUNDINAMARCA,CENTRO,CALLE 2 NO.5-40,PADRE JOSE IGNACIO CAPADOR,3105680559,,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA DEL MES
900671529,,FUNDACION AGUILAS EN LIBERTAD,COMEDOR AMIGO,ENGATIVÁ,SUBA,LOS NARANJOS,"CALLE 131 C No. 90 - 20 IN 5 -118
CALLE 142 No. 140 B - 16 (GAITANA - SUBA / BODEGA ALMACENAMIENTO - OTRO PUNTO DE ENVÍO)","MARÍA DEL CARMEN MUÑOZ M.
GERMÁN FANDIÑO GARCÍA",3204602429 – 3106411497,fundacionaguilasenlibertad@gmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
832000767,,ASOCIACIÓN COSTURERO DE TABIO (HOGAR AÑOS DORADOS DEL INMACULADO CORAZÓN DE MARÍA),ADULTO MAYOR,ZIPAQUIRÁ,TABIO,EL PORTAL,CALLE 2 No. 0 - 13,EMA PAULINA DEL PERPETUO SOCORRO ULLOA CARRILLO,3112176383,,MIÉRCOLES,MENSUAL,4 SEMANA
830136242,,FUNDACION FABRICA DE SUEÑOS,COMEDOR ESCOLAR,ENGATIVÁ,ENGATIVÁ,LAS FERIAS,CLL 77 NO. 69 A 69,CARMEN ELENA CARPIO REYES,4919730 - 3008859906,hogarinfantil@gmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
800090799,,CORPORACIÓN CENTRO TUNDAMA,"1. INSTITUCIÓN EDUCATIVA
2. TEJIENDO COMUNIDAD",ENGATIVÁ,ENGATIVÁ,ESTRADA,CARRERA 69 I No. 68 - 29,PATRICIA LIZARAZO,3014111130 - 3144488026,"gimnasiotundama@gmail.com, direccion.general@gimnasiotundama.org",MIÉRCOLES,SEMANAL,SEMANAL
900196560,1,FUNDACIÓN PAÍS ESPERANZA - COMEDOR SAN BERNARDO,COMEDOR AMIGO,INMACULADA CONCEPCIÓN,MÁRTIRES,SAN BERNARDO,AVENIDA CARACAS No. 1 - 20,JOSÉ LUIS CHAMORRO LÓPEZ,3172154451,paisesperanza2007@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
860075283,,RELIGIOSAS DEL APOSTOLADO DEL SAGRADO CORAZON DE JESUS,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,TEUSAQUILLO,LA SOLEDAD,"CALLE 35#24-40 APT:201
ENVÍO: CALLE 49 D SUR No. 4 - 90, PALERMO SUR - RAFAEL URIBE URIBE (DIAGONAL A LA PICOTA)",OLGA LEON RUEDA,3203265588,zoila.cvil@yahoo.es,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900687126,,IGLESIA INTEGRAL VIDA ABUNDANTE DE COLOMBIA,TEJIENDO COMUNIDAD,FONTIBÓN,MOSQUERA,SANTA ANA,"CALLE 10 No. 10 B - 21, PISO 2",MARÍA ISABEL ARGÜELLO,3143819089,05mariaisa@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA
901264716,,FUNDACION CLUB DEPORTIVO LIBERTADORES AIRIAN,TEJIENDO COMUNIDAD,SAN JOSÉ,SAN CRISTÓBAL,SAN ISIDRO I SECTOR,CALLE 32 SUR No. 8 – 51 / 53,EDSON ARLEY ROZO ARIZA,3203759174,edsonarleyl@hotmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA
900097853,,ASOCIACION DE RECICLADORES DE PUENTE ARANDA LA COLOMBIANITA SIGLA ASOCOLOMBIANITA,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,ARBORIZADORA ALTA,CALLE 69 J BIS SUR No. 29 - 10,DANYELY BERNAL GÓMEZ,3145857588,asocolombianita2006@hotmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900196560,3,FUNDACIÓN PAÍS ESPERANZA,COMEDOR AMIGO,FONTIBÓN,KENNEDY,BOITÁ,CALLE 45 SUR No. 72 I - 67 PISO 2,JOSÉ LUIS CHAMORRO LÓPEZ,3172154451,paisesperanza2007@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
860024395,,SEMINARIO SAN PIO X,INTERNADO,FONTIBÓN,KENNEDY,AMÉRICAS OCCIDENTAL,CALLE 3 No. 72 - 35,PADRE GUSTAVO ESCOBAR - PADRE DAIRO MARÍN,3226394950,,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
900033495,,CLUB DE LEONES DE CACHIPAY - HOGAR RENACER,ADULTO MAYOR,NACIONAL,CACHIPAY,CENTRO,CARRERA 8 No. 4 - 67,JOSÉ JESÚS JARAMILLO,3228476959,,MIÉRCOLES,MENSUAL,4 SEMANA
830073291,,FUNDACIÓN SOCIAL CRECER,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,LOS MÁRTIRES,LA FAVORITA,CARRERA 16 No. 16 - 48,ESPERANZA ARÉVALO BORRERO,3212326445,funcrecer@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900136903,1,FUNDACIÓN MIL SEMILLAS - LITLE ANGELS A SEDE 1,JARDÍN INFANTIL,SOACHA,BOSA,LA PAZ,DIAGONAL 56 B SUR No. 82 A - 05,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900136903,2,FUNDACIÓN MIL SEMILLAS - LITLE ANGELS B SEDE 2,JARDÍN INFANTIL,SOACHA,BOSA,PIAMONTE,CARRERA 78 B No. 69 C - 75 SUR,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900392293,,IGLESIA CRISTIANA LA GRAN ARCA DE LA SALVACION,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,VILLA MARÍA,CARRERA 118 No. 133 - 24,JULIO CESAR PARRA RÍOS,3102064418,julioparra45@yahoo.es,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
860010527,,DE LA MISIÓN PADRES VICENTINOS (SEMINARIO MAYOR DE VILLA PAÚL),INTERNADO,NACIONAL,FUNZA,VILLA PAÚL,CALLE 15 No. 19 A - 96,"PADRE JOSÉ GREGORIO GARCÍA RUBIO, DOUGLAS PIÑEROS PÉREZ, JAVIER BURBANO MUÑOZ",3235177695,josegre77@yahoo.fr,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
901395405,,FUNDACIÓN CONSTRUYENDO TEJIDO SOCIAL N.J.H.,ADULTO MAYOR,NACIONAL,EL COLEGIO - CUNDINAMARCA,LAS QUINTAS,CALLE 10 No. 6 B - 58,NURY MILENA RIAÑO,3103084130,fundacoteson.j.h.@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900136903,6,FUNDACIÓN MIL SEMILLAS - LITLE ADVENTURE SEDE 6,JARDÍN INFANTIL,ESPÍRITU SANTO,TUNJUELITO,SAN VICENTE,CALLE 54 A SUR No. 31 - 12,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900136903,7,FUNDACIÓN MIL SEMILLAS - SEMILLAS DE ESPERANZA SEDE 7,JARDÍN INFANTIL,SAN JOSÉ,ANTONIO NARIÑO,RESTREPO,CARRERA 25 No. 16 - 23 SUR,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900136903,8,FUNDACION MIL SEMILLAS - ALEGRIA DE VIVIR SEDE 8,JARDÍN INFANTIL,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,PARAÍSO,CARRERA 27 M No. 71 I - 78 SUR,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900136903,9,FUNDACIÓN MIL SEMILLAS - GOTITAS DE AMOR SEDE 9,JARDÍN INFANTIL,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,CARACOLÍ,CARRERA 75 C No. 76 A - 62 SUR,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900136903,10,FUNDACIÓN MIL SEMILLAS - PEQUEÑOS GENIOS SEDE 10,JARDÍN INFANTIL,CRISTO SACERDOTE,BARRIOS UNIDOS,SALITRE EL GRECO,CALLE 41 A No. 66 A - 26,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900136903,11,FUNDACIÓN MIL SEMILLAS - PEQUEÑAS SEMILLITAS SEDE 11,JARDÍN INFANTIL,CRISTO SACERDOTE,CHAPINERO,SAN ISIDRO,TRANSVERSAL 12 A ESTE No. 100 A - 40,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
860067294,,FUNDACIÓN CENTRO PARA EL REINTEGRO Y ATENCIÓN DEL NIÑO CRAN,INTERNADO,SAN PEDRO,SUBA,VEREDA SUBA CERROS II,TRANSVERSAL 77 No. 162 - 06,CRISTINA RODRÍGUEZ,3166292487,"direccionejecutiva@cran.org.co, lidersa@cran.org.co, cbuitrago@cran.org.co",MARTES,QUINCENAL,1 Y 3 SEMANA
800231307,,PARROQUIA MADRE DEL VERBO DIVINO,TEJIENDO COMUNIDAD,ENGATIVÁ,ENGATIVÁ,ALAMOS,CARRERA 104 No. 71 C - 23,PADRE OSWALDO ENRIQUE CHACÓN,3133909232,pmadredelverbodivino@gmail.com,JUEVES,SEMANAL,SEMANAL
900617166,,FRONESIS FOUNDATION,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,CHAPINERO,CHICÓ,CALLE 90 No. 13 A - 20,JOSÉ IGNACIO MURCIA GALLEGO - DIEGO FALLA,+ 15619328750 (CONTACTAR ÚNICAMENTE POR WHATSAPP) - 3112157285,jmurcia@fronesisfoundation.org,MIÉRCOLES,MENSUAL,3 SEMANA
900482929,,FUNDACIÓN IGLESIA CRISTIANA RED APOSTÓLICA Y PROFÉTICA SION-NUEVA JERUSALEN,JARDÍN INFANTIL,FONTIBÓN,EL ROSAL,BOCHICA,CALLE 6 No. 13 - 48 - CARRERA 4 No. 12 - 05 (PUNTO DE ENVÍO),MARÍA CARMENZA ROJAS NIÑO,3168277745 - 3123589972,colegio-filosofos@hotmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
901559213,,FUNDACIÓN SOCIAL SOMOS MARANATHA,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,ISMAEL PERDOMO,CARRERA 71 C No. 62 D - 51 SUR,KIMBERLY LADINO FELIZZOLA,3222183709 - 3203090796,fundacionsomosmaranatha@gmail.com,JUEVES,SEMANAL,SEMANAL
800116748,,IGLESIA MANANTIAL DE VIDA ETERNA,TEJIENDO COMUNIDAD,FONTIBÓN,FACATATIVA,CENTRO,CARRERA 1 No. 6 - 106,JOSÉ RABÍA MIRANDA,3172506587,joserabia@manantial.co,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900868158,,FUNDACIÓN INTEGRAL DEPORTIVA,TEJIENDO COMUNIDAD,SAN PABLO,USME,CHUNIZA,"CALLE 90 SUR No. 8 A - 20 (PUNTO DE ENVÍO - SALÓN COMUNAL)
CARRERA 8 A No. 88 B - 43 SUR (ADMINISTRATIVA)",JOHN FREDDY GONZÁLEZ NARANJO,3024780386,deportes@fundacionintegraldeportiva.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
901590595,,FUNDACIÓN MAMA TATY,JARDÍN INFANTIL,SOACHA,SOACHA,BOCHICA,CARRERA 8 B No. 23 - 36,SANDY JUSSELLY MARTÍNEZ PEÑALOZA,3017003043,fmamataty@gmail.com,JUEVES,SEMANAL,SEMANAL
901590595,,FUNDACIÓN MAMA TATY,TEJIENDO COMUNIDAD,SOACHA,SOACHA,BOCHICA,CARRERA 8 B No. 23 - 36,SANDY JUSSELLY MARTÍNEZ PEÑALOZA,3017003043,fmamataty@gmail.com,JUEVES,MENSUAL,4 SEMANA
860020585,,PARROQUIA SAN GERARDO MAYELA,BUEN SAMARITANO,CRISTO SACERDOTE,TEUSAQUILLO,SAN LUIS,"CALLE 62 No. 23 - 11 8ANTIGUA)
TRANSVERSAL 22 BIS No. 61 B - 73 (NUEVA)",PADRE LEINER DE JESÚS CASTAÑO GARCÍA - NANCY TINOCO - ANDRÉS RUGE,3142999750,psangerardomayela@arquibogota.org.co,MARTES,MENSUAL,2 SEMANA
